"title","abstract","publication_year","doi","type","oa_url","author","keyword","concept","pdf_url","cited_by_count","id"
"Geographical distribution and abundance of postlarval and juvenile Pleuragramma antarcticum (Pisces, Notothenioidei) off the Antarctic Peninsula",NA,1986,"https://doi.org/10.1007/bf00258262","article",NA,"A. Kellermann","Biology; Juvenile; Fauna; Pelagic zone; Water column; Abundance (ecology); Peninsula; Continental shelf; Oceanography; Fishery; Ecology; Geology","Biology; Juvenile; Fauna; Pelagic zone; Water column; Abundance (ecology); Peninsula; Continental shelf",NA,59,1
"Ecology of inshore notothenioid fish from the Danco Coast, Antarctic Peninsula",NA,2003,"https://doi.org/10.1007/s00300-002-0463-y","article","http://sedici.unlp.edu.ar/handle/10915/139233","Ricardo Casaux; Esteban Barrera-Oro; Andrea Baroni; A. Ramón","Shetland; Biology; Peninsula; Moss; Fishery; Fish <Actinopterygii>; Ecology; Population; Oceanography","Shetland; Biology; Peninsula; Moss; Fishery; Fish <Actinopterygii>; Ecology",NA,64,2
"Interannual variability in the feeding of ice fish (Notothenioidei, Channichthyidae) in the southern Scotia Arc and the Antarctic Peninsula region (CCAMLR Subareas 48.1 and 48.2)",NA,2013,"https://doi.org/10.1007/s00300-013-1363-z","article",NA,"Karl‐Hermann Kock; Joachim Paul Gröger; Chris Jones","Shetland; Euphausia; Antarctic krill; Biology; Krill; Demersal zone; Fishery; Peninsula; Demersal fish; Oceanography; Crustacean; Haddock; Fish <Actinopterygii>; Ecology","Shetland; Euphausia; Antarctic krill; Biology; Krill; Demersal zone; Fishery; Peninsula",NA,22,3
"Food and feeding ecology of postlarval and juvenile Pleuragramma antarcticum (Pisces; Notothenioidei) in the seasonal pack ice zone off the Antarctic peninsula",NA,1987,"https://doi.org/10.1007/bf00443949","article",NA,"A. Kellermann","Biology; Euphausia; Krill; Antarctic krill; Zooplankton; Predation; Juvenile; Ecology; Copepod; Juvenile fish; Gadidae; Fishery; Crustacean; Fish <Actinopterygii>; Gadus; Atlantic cod","Biology; Euphausia; Krill; Antarctic krill; Zooplankton; Predation; Juvenile; Ecology; Copepod",NA,62,4
"Changing status of three notothenioid fish at the South Shetland Islands (1983–2016) after impacts of the 1970–80s commercial fishery",NA,2017,"https://doi.org/10.1007/s00300-017-2125-0","article","https://link.springer.com/content/pdf/10.1007/s00300-017-2125-0.pdf","Esteban Barrera-Oro; Enrique R. Marschoff; David G. Ainley","Shetland; Biology; Cove; Fishery; Fishing; Trophic level; Abundance (ecology); Ecology; Oceanography; Geography","Shetland; Biology; Cove; Fishery; Fishing; Trophic level; Abundance (ecology)","https://link.springer.com/content/pdf/10.1007/s00300-017-2125-0.pdf",30,5
"Buoyancy studies of three morphs of the Antarctic fish Trematomus newnesi (Nototheniidae) from the South Shetland Islands",NA,2010,"https://doi.org/10.1007/s00300-009-0760-9","article","http://hdl.handle.net/11336/53528","Joseph T. Eastman; Esteban Barrera-Oro","Biology; Ecology; Zoology; Benthic zone; Phenotypic plasticity; Intertidal zone; Trophic level; Energetics","Biology; Ecology; Zoology",NA,15,6
"Dietary overlap in inshore notothenioid fish from the Danco Coast, western Antarctic Peninsula","We carried out a dietary overlap analysis between notothenioid species by examining the stomach contents of more than 900 specimens collected in a fish assemblage at the Danco Coast, western Antarctic Peninsula, in the summer of 2000. Prey reoccurrences among fish species were 32.2%, with krill Euphausia superba, salps and the gammaridean Prostebeingia longicornis the most reoccurring prey. The diet similarity between species pairs was lower than 55%, in accordance with similar fish assemblages in the South Orkney Islands, the South Shetland Islands and the Antarctic Peninsula. Whereas at those localities the higher prey overlap was between krill-feeding fish species, at the Danco Coast it was between Trematomus bernacchii and Lepidonotothen nudifrons, Notothenia coriiceps and Notothenia rossii, Notothenia coriiceps and Parachaenichthyis charcoti, and Trematomus newnesi and Notothenia rossii, which shared primarily gammaridean amphipods, algae, fish and krill, respectively. Krill is normally the main prey of fish in summer in inshore waters of the western Antarctic Peninsula, but its density in January/February 2000 was notably lower than in previous years. Therefore, at the Danco Coast, under conditions of krill shortage, most of the notothenioid species foraged more intensively on alternative prey, such as gammarideans, fish and algae. The difference between areas in the pattern of dietary overlap might be related to differences in prey availability between years and to the degree of competition for targeted prey.Keywords:Fish dietary overlap; notothenioid fish; Antarctic Peninsula. (Published: 17 October 2013)Citation: Polar Research 2013, 32, 21319, http://dx.doi.org/10.3402/polar.v32i0.21319",2013,"https://doi.org/10.3402/polar.v32i0.21319","article","https://polarresearch.net/index.php/polar/article/download/3090/pdf_1","Ricardo Casaux; Esteban Barrera-Oro","Euphausia; Krill; Antarctic krill; Shetland; Biology; Predation; Peninsula; Fishery; Ecology; Zoology; Oceanography","Euphausia; Krill; Antarctic krill; Shetland; Biology; Predation; Peninsula; Fishery","https://polarresearch.net/index.php/polar/article/download/3090/pdf_1",23,7
"Spatial distribution and population structure of juvenile Antarctic toothfish (Dissostichus mawsoni) in the South Shetland Islands",NA,2019,"https://doi.org/10.1007/s00300-019-02602-4","article",NA,"Mario La Mesa; Emilio Riginella; Chris Jones","Shetland; Biology; Juvenile; Population; Zoology; Fishery; Ecology; Oceanography; Demography","Shetland; Biology; Juvenile",NA,5,8
"Changes in acanthocephalan infection of the Antarctic fish Notothenia coriiceps in Admiralty Bay, King George Island, over 29 years","Changes in acanthocephalan infection of the Antarctic fish Notothenia coriiceps in Admiralty Bay, King George Island, over 29 years A comparison between the levels of infection with Acanthocephala of the fish Notothenia coriiceps in Admiralty Bay (South Shetland Islands, Antarctic) in 1978/79 and 2007/08 is presented. The same eight acanthocephalan species, three echinorhynchids maturing in fish, Aspersentis megarhynchus (dominant species), Metacanthocephalus johnstoni (subdominant species) and M. dalmori (common species), and five polymorphids maturing in mammals and birds, Corynosoma hamanni, C. pseudohamanni (both co-dominant species), C. arctocephali and C. bullosum (both common species), and C. shackletoni (rare species), were found. Echinorhynchids were more numerous in 2007/08 (mean abundance 46.54 versus 35.35 in 1978/79), whereas polymorphids more numerous in 1978/79 (mean abundance 74.35 versus 36.40 in 2007/08). The overall results therefore demonstrated that echinorhynchids were more numerous than polymorphids in 2007/08 and the reverse was true in 1978/79. This situation is dependent mainly upon the decreased infections with C. hamanni, C. pseudohamanni and C. bullosum , and to a lesser degree upon the increasing of infections with M. johnstoni. The decrease of the three Corynosoma spp. is possibly associated with the decreasing of populations of final hosts, seals, on the shore of Admiralty Bay in the vicinity of Arctowski Station.",2012,"https://doi.org/10.2478/v10183-012-0005-4","article","https://doi.org/10.2478/v10183-012-0005-4","Zdzisław Laskowski; Małgorzata Korczak−Abshire; K. Zdzitowiecki","Shetland; Bay; Biology; Acanthocephala; Abundance (ecology); Fish <Actinopterygii>; Ecology; Fishery; Zoology; Host (biology); Geography; Archaeology","Shetland; Bay; Biology; Acanthocephala; Abundance (ecology); Fish <Actinopterygii>",NA,16,9
"Comparative populational study of Lepidonotothen larseni and L. nudifrons (Teleostei: Nototheniidae) from the Antarctic Peninsula and the South Shetland Islands, Antarctica",NA,2019,"https://doi.org/10.1007/s00300-019-02540-1","article","http://doi.org/10.1007/s00300-019-02540-1","M. Y. Deli Antoni; Sergio M. Delpiani; Mariano González‐Castro; Gabriela E. Blasina; M. C. Spath; Gabriela E. Depiani; Fernando Yuldi Ashikaga; Vanessa Paes da Cruz; Claudio Oliveira; Juan M. Dı́az de Astarloa","Shetland; Biology; Peninsula; Biological dispersal; Population; Archipelago; Ecology; Disjunct; Bay; Oceanography; Demography","Shetland; Biology; Peninsula; Biological dispersal; Population; Archipelago; Ecology",NA,9,10
"Dietary overlap among early juvenile stages in an Antarctic notothenioid fish assemblage at Potter Cove, South Shetland Islands",NA,2014,"https://doi.org/10.1007/s00300-014-1545-3","article","http://hdl.handle.net/11336/35889","Eugenia Moreira; Mariana A. Juáres; Esteban Barrera-Oro","Biology; Shetland; Interspecific competition; Juvenile; Juvenile fish; Predation; Competition (biology); Pelagic zone; Ecology; Zoology","Biology; Shetland; Interspecific competition; Juvenile; Juvenile fish; Predation; Competition (biology); Pelagic zone; Ecology",NA,17,11
"Changes in Digenean Infection of the Antarctic Fish Notothenia Coriiceps in Admiralty Bay, King George Island, Over Three Decades","Abstract The infection of black rockcod, Notothenia coriiceps, with digeneans in Admiralty Bay (South Shetland Islands) within three months, from November 2007 to January 2008, is compared with the infection in the same three months in 1978/79, based on the examination of twenty fish collected in each month. Digenea found in 1978/1979 season were more numer-ous, and more diverse. Only five digenean species, Macvicaria georgiana , Neolebouria antarctica , Lepidapedon garrardi , Genolinea bowersi and Lecithaster macrocotyle , were re-corded during both investigations, whereas three species, Neolepidapedon trematomi , Elytro-phalloides oatesi and Gonocerca phycidis , only in 1978/79. M. georgiana was the dominant species in 1978/79 and sub-dominant in 2007/08. Other digeneans were found in N. coriiceps in 2007/08 invariably together with M. georgiana. G. bowersi was the sub-dominant species in 1978/79 and the most common species in 2007/2008. Infections with Digenea belonging to other species were much less intense. Of the three rare or common species in 1978/79, the two, L. garrardi and L. macrocotyle , occurred in both seasons, whereas E. oatesi occurred only in 1978/79. Three remaining species were sporadic or absent. The overall results there-fore demonstrated that infections with almost all digenean species were less strong in 2007/08 than three decades earlier, in 1978/79. Only data on M. georgiana , G. bowersi and L. g arrardi were statistically significant (p &lt;0.05). Data on the occurrence of 14 species of Digenea in N. coriiceps from South Shetland Islands, South Orkney Islands, South Georgia, Argentine Is-lands, Melchior Islands, Adelie Land and Heard Island are given.",2014,"https://doi.org/10.2478/popore-2014-0009","article","https://doi.org/10.2478/popore-2014-0009","Zdzisław Laskowski; Witold Jeżewski; K. Zdzitowiecki","Digenea; Biology; Shetland; Bay; Ecology; Zoology; Alexandrium tamarense; Trematoda; Helminths; Algal bloom; Phytoplankton; Geography","Digenea; Biology; Shetland; Bay",NA,8,12
"Trophodynamics of the Antarctic toothfish (Dissostichus mawsoni) in the Antarctic Peninsula: Ontogenetic changes in diet composition and prey fatty acid profiles","The Antarctic toothfish (Dissostichus mawsoni) is the largest notothenioid species in the Southern Ocean, playing a keystone role in the trophic web as a food source for marine mammals and a top predator in deep-sea ecosystems. Most ecological knowledge on this species relies on samples from areas where direct fishing is allowed, whereas in areas closed to fishing, such as the Antarctic Peninsula (AP), there are still key ecological gaps to ensure effective conservation, especially regarding our understanding of its trophic relationships within the ecosystem. Here, we present the first comprehensive study of the feeding behavior of Antarctic toothfish caught in the northern tip of the AP, during two consecutive fishing seasons (2019/20 and 2020/21). Stomach content was analyzed according to size-classes, sex and season. Macroscopic morphological analysis was used to identify prey, whereas DNA analysis was used in highly digested prey items. Fatty acid analysis was conducted to determine the prey's nutritional composition. The diet mainly consisted of Macrouridae, Cephalopoda, Anotopteridae, and Channichthyidae. Other prey items found were crustaceans and penguin remains; however, these were rare in terms of their presence in stomach samples. Sex had no effect on diet, whereas size-class and fishing season influenced prey composition. From 27 fatty acid profiles identified, we observed two different prey groups of fishes (integrated by families Anotopteridae, Macrouridae and Channichthyidae) and cephalopods. Our results revealed a narrow range of prey items typical of a generalist predator, which probably consumes the most abundant prey. Understanding the diet and trophic relationships of Antarctic toothfish is critical for a better comprehension of its role in the benthic-demersal ecosystem of the AP, key for ecosystemic fisheries management, and relevant for understanding and predicting the effect of climate change on this species.",2023,"https://doi.org/10.1371/journal.pone.0287376","article","https://doi.org/10.1371/journal.pone.0287376","Karina Pérez-Pezoa; César A. Cárdenas; Marcelo González‐Aravena; Pablo Gallardo; Alí Rivero; Vicente Arriagada; Kostiantyn Demianenko; Pavlo Zabroda; Francisco Santa Cruz","Predation; Trophic level; Biology; Fishing; Food web; Ecology; Apex predator; Fishery; Marine ecosystem; Ecosystem; Zoology","Predation; Trophic level; Biology; Fishing; Food web; Ecology; Apex predator",NA,6,13
"Attempts at a quantitative estimate by trawl sampling of distribution of postlarval and juvenile notothenioids (Pisces, Perciformes) in relation to environmental conditions in the Antarctic Peninsula region during SIBEX 1983-84","During the SIBEX 1983-84 programme, an attempt was made at a quantitative estimate of the distribution of postlarval and juvenile fish north of the South Shetland Islands and the Palmer Archipelago, and in the Bransfield Straits by means of a 368-mesh sampling trawl, designed especially for this project. A total of 14 fish species at the postlarval and juvenile stages was found in the catches. The greatest abundance up to 928 individuals per hour of fishing was recorded within shelf waters of the Antarctic Peninsula. Postlarval and juvenile Pleuragramma antarcticum was the most common and most abundant species there. Relations between fish abundance and environment were observed in the area studied. A decrease in the abundance of juvenile Nototheniidae and Channichthyidae accompanied an increase in depth to the bottom. The abundant occurrence of Pleuragramma seemed to be influenced by the temperature and salinity of water.",1986,NA,"article",NA,"Wiesław Ślósarczyk","Perciformes; Juvenile; Fishery; Peninsula; Geography; Distribution (mathematics); Sampling (signal processing); Oceanography; Biology; Ecology; Fish <Actinopterygii>; Geology; Mathematics; Archaeology; Engineering","Perciformes; Juvenile; Fishery; Peninsula; Geography; Distribution (mathematics)",NA,27,14
"Distribution of larval and juvenile Nototheniops larseni and Pleuragramma antarcticum off the Antarctic Peninsula in relation to oceanographic conditions","The vertical and spatial distribution of Pleuragramma antarcticum and Nototheniops larseni in the Bransfield Strait was studied during the BIOANTAR 93 cruise performed from RV &gt;Hespérides&gt; in Antarctic summer 1992/93. A multiple plankton net (Bioness) and a Bongo net were used to collect samples at 75 stations and one 24 h station. A number of depth layers (400-200, 200-150, 150-100, 50-20, 20-0 m) were sampled depending on the station. The water temperature and salinity profiles were analyzed to determine the association of species with water masses. Our data showed that the abundance of both Pleuragramma antarcticum and Nototheniops larseni is related to temperature. Abundance values exceeding 5 larvae/103m3 were seldom found when the temperature was less than 0°C. The relationship between larvae abundance and salinity seems to be inverse, although this result might be biased by the geographical distribution of stations and of sampled layers. In a 24 h station placed between Gerlache and Bransfield Strait, the most abundant fish larvae was Pleuragramma antarcticum, which were mainly found between 100-50 m and in warm waters (&gt; 0°C). The daily migration of larvae in the vertical did not appear to be controlled by the oscillation of the pycnocline.",2023,"https://doi.org/10.26028/cybium/1998-221-007","article","https://doi.org/10.26028/cybium/1998-221-007","Beatriz Morales-Nín; Marc A. Garcı́a; Oswaldo López","Forestry; Geography","Forestry",NA,14,15
"A comprehensive study of the life history traits of Trematomus newnesi (Pisces, Notothenioidei) off the South Shetland Islands",NA,2024,"https://doi.org/10.1016/j.ecss.2024.109040","article",NA,"Manuel Novillo; Eugenia Moreira; Mariano Elisio; Gustavo J. Macchi; Esteban Barrera-Oro; Mario La Mesa","Shetland; Fishery; Geography; Fish <Actinopterygii>; Biology; Ecology; Oceanography; Geology","Shetland; Fishery",NA,2,16
"Accumulation of PBDEs and MeO-PBDEs in notothenioid fish from the South Shetland Islands, Antarctica: An interspecies comparative study",NA,2021,"https://doi.org/10.1016/j.marpolbul.2021.112453","article","http://hdl.handle.net/11336/153341","Juan Manuel Ríos; Sabrina B. Mammana; Eugenia Moreira; Giulia Poma; Govindan Malarvannan; Esteban Barrera-Oro; Adrian Covaci; Néstor F. Ciocco; Jorgelina C. Altamirano","Polybrominated diphenyl ethers; Shetland; Biology; Marine fish; Zoology; Benthic zone; Fish <Actinopterygii>; Environmental chemistry; Ecology; Fishery; Chemistry; Oceanography; Pollutant; Geology","Polybrominated diphenyl ethers; Shetland; Biology",NA,10,17
"Studies on the composition of the stock of Chaenocephalus aceratus (Lönnberg, 1906), Pisces, Channichthyidae, in the region of South Georgia and South Shetlands","Structure of Chaenocephalus aceratus stock in the region of South Georgia is constantly fluctuating, depending on the strength of recruited generations. The stock is heavily exploited, contrarily to the region of Elephant Is. and King George Is., where fishing is not so intensive. Growth rate of Chaenocephalus aceratus in the region of Elephant Is. (preliminary results) is similar as in the region of South Georgia.",1990,"https://doi.org/10.3750/aip1990.20.1.03","article","https://aiep.pensoft.net/article/25187/download/pdf/","Andrzej Kompowski","Fishery; Stock (firearms); Fishing; Geography; Biology; Archaeology","Fishery; Stock (firearms); Fishing","https://aiep.pensoft.net/article/25187/download/pdf/",9,18
"Inter-annual dynamics in the trophic ecology of juveniles of five notothenioid fish species from the South Shetland Islands (Southern Ocean)",NA,2023,"https://doi.org/10.1007/s00300-023-03179-9","article",NA,"Eugenia Moreira; Manuel Novillo; Sergio Gómez De Saravia; Esteban Barrera-Oro","Biology; Trophic level; Ecology; Demersal fish; Juvenile fish; Juvenile; Cove; Fishing","Biology; Trophic level; Ecology; Demersal fish; Juvenile fish; Juvenile",NA,3,19
"The role of fish in the Antarctic marine food web: differences between inshore and offshore waters in the southern Scotia Arc and west Antarctic Peninsula","The role of fish in the Antarctic food web in inshore and offshore waters is analysed, taking as an example the coastal marine communities of the southern Scotia Arc (South Orkney Islands and South Shetland Islands) and the west Antarctic Peninsula. Inshore, the ecological role of demersal fish is more important than that of krill. There, demersal fish are major consumers of benthos and also feed on zooplankton (mainly krill in summer). They are links between lower and upper levels of the food web and are common prey of other fish, birds and seals. Offshore, demersal fish depend less on benthos and feed more on zooplankton (mainly krill) and nekton, and are less accessible as prey of birds and seals. There, pelagic fish (especially lantern fish) are more abundant than inshore and play an important role in the energy flow from macrozooplankton to higher trophic levels (seabirds and seals). Through the higher fish predators, energy is transferred to land in the form of fish remains, pellets (birds), regurgitation and faeces (birds and seals). However, in the general context of the Antarctic marine ecosystem, krill ( Euphausia superba ) plays the central role in the food web because it is the main food source in terms of biomass for most of the high level predators from demersal fish up to whales. This has no obvious equivalent in other marine ecosystems. In Antarctic offshore coastal and oceanic waters the greatest proportion of energy from the ecosystem is transferred to land directly through krill consumers, such as flying birds, penguins, and seals. Beside krill, the populations of fish in the Antarctic Ocean are the second most important element for higher predators, in particular the energy-rich pelagic Myctophidae in open waters and the pelagic Antarctic silver fish ( Pleuragramma antarcticum ) in the high Antarctic zone. Although the occurrence of these pelagic fish inshore has been poorly documented, their abundance in neritic waters could be higher than previously believed.",2002,"https://doi.org/10.1017/s0954102002000111","article",NA,"Esteban Barrera-Oro","Krill; Euphausia; Demersal fish; Fishery; Demersal zone; Antarctic krill; Nekton; Oceanography; Food web; Apex predator; Forage fish; Pelagic zone; Marine ecosystem; Predation; Environmental science; Biology; Ecology; Ecosystem; Fishing; Geology; Fish <Actinopterygii>","Krill; Euphausia; Demersal fish; Fishery; Demersal zone; Antarctic krill; Nekton; Oceanography; Food web",NA,166,20
"Ontogenetic changes in the feeding strategy of <i>Lepidonotothen nudifrons</i> (Pisces, Nototheniidae) off the South Shetland Islands and the Antarctic Peninsula","The diet and feeding strategy of Lepidonotothen nudifrons off the South Shetland Islands and the Antarctic Peninsula, as well as their variation in relation to ontogenetic stage (juvenile– adult) and sampling area, were determined by stomach contents analysis. Additionally, the trophic level of this species was estimated to determine its position within the Antarctic food web. Out of 247 specimens with prey in their stomachs, 144 were caught near the South Shetland Islands and 103 off the Antarctic Peninsula. Ontogenetic changes in the trophic ecology of L. nudifrons were observed in both areas and were mainly related to a decrease of copepods and an increase of euphausiids in the diet. The diet of juveniles from the South Shetland Islands was characterized by the dominance of calanoid copepods, followed by isopods and amphipods, whereas diet off the Antarctic Peninsula was dominated by amphipods and cyclopoid copepods. The diet in adults was dominated by amphipods and euphausiids in both areas. The specialization of individual predators on different prey types was observed when considering the whole population of L. nudifrons, but when ontogenetic stages were considered separately it showed a more mixed feeding strategy, with different dominant prey for each class. Although the trophic level increased with fish size, L. nudifrons can be classified as secondary consumer throughout its lifespan.",2017,"https://doi.org/10.1080/17518369.2017.1331558","article","https://polarresearch.net/index.php/polar/article/download/2652/6054","Gabriela E. Blasina; Andrea López Cazorla; Mariana Deli Antoni; Daniel O. Bruno; Matías Delpiani; Juan M. Dı́az de Astarloa","Shetland; Peninsula; Geography; Ontogeny; Oceanography; Ecology; Biology; Geology","Shetland; Peninsula","https://polarresearch.net/index.php/polar/article/download/2652/6054",4,21
"Vertical Distribution and Abundance of Pleuragramma antarcticum (Pisces: Nototheniidae) on a 24 Hour Station in Gerlache Strait",NA,1993,NA,"article",NA,"Morales-Nin Beatriz","Abundance (ecology); Oceanography; Geology; Fishery; Biology","Abundance (ecology); Oceanography",NA,2,22
"Geographical variation in the diet of the Antarctic fur seal Arctocephalus gazella",NA,2003,"https://doi.org/10.1007/s00300-003-0554-4","article","http://sedici.unlp.edu.ar/handle/10915/132412","Ricardo Casaux; Andrea Baroni; Florencia Arrighetti; A. Ram�n; Alejandro R Carlini","Shetland; Fur seal; Krill; Biology; Euphausia; Peninsula; Pelagic zone; Antarctic krill; Predation; Pollock; Bay; Fishery; Ecology; Oceanography","Shetland; Fur seal; Krill; Biology; Euphausia; Peninsula; Pelagic zone; Antarctic krill; Predation",NA,66,23
"Increasing levels and biomagnification of persistent organic pollutants (POPs) in Antarctic biota",NA,2003,"https://doi.org/10.1016/j.marpolbul.2003.08.004","article",NA,"Helmut Goerke; Kurt Weber; Horst Bornemann; Sven Ramdohr; Joachim Plötz","Biomagnification; Hexachlorobenzene; Krill; Pelagic zone; Benthic zone; Biota; Food chain; Biology; Benthos; Bioaccumulation; Trophic level; Ecology; Environmental chemistry; Pollutant; Chemistry","Biomagnification; Hexachlorobenzene; Krill; Pelagic zone; Benthic zone; Biota; Food chain; Biology",NA,137,24
"Diet of two icefish species from the South Shetland Islands and Elephant Island, Champsocephalus gunnari and Chaenocephalus aceratus",NA,2004,"https://doi.org/10.1007/s00300-003-0570-4","article",NA,"Hauke Flores; Karl‐Hermann Kock; Sunhild Wilhelms; Chris Jones","Shetland; Biology; Krill; Euphausia; Crustacean; Euphausiacea; Fishery; Zoology; Ecology; Oceanography","Shetland; Biology; Krill; Euphausia; Crustacean",NA,51,25
"Seasonal aspects of the biology and diet of nearshore nototheniid fish at Potter Cove, South Shetland Islands, Antarctica",NA,1990,"https://doi.org/10.1007/bf00236523","article",NA,"Ricardo Casaux; A.S. Mazzotta; Esteban Barrera-Oro","Biology; Cove; Shetland; Pelagic zone; Overwintering; Zoology; Otolith; Ecology; Fishery; Juvenile fish; Juvenile; Fish <Actinopterygii>; Oceanography","Biology; Cove; Shetland; Pelagic zone; Overwintering",NA,107,26
"A Baseline Studies on Plasmatic Constituents in the Notothenia Rossii and Notothenia Coriiceps in Admiralty Bay, King George Island, Antarctica",NA,2012,"https://doi.org/10.4322/apa.2014.079","article",NA,"Edson Rodrigues; Mariana Feijó-Oliveira; S. V. Gannabathula; Cecília Nahomi Kawagoe Suda; Cristiane Suely Melo de Carvalho; Lucélia Donatti; Helena Passeri Lavrado; Edson Rodrigues","George (robot); Bay; Oceanography; Fishery; Geography; Biology; Zoology; History; Archaeology; Geology; Art history","George (robot); Bay",NA,1,27
"Fish Stocks in the Southern Scotia Arc Region—A Review and Prospects for Future Research","We provide a summary of biological aspects and population trends of demersal finfish stocks in the southern Scotia Arc region of Antarctica. Information presented here, drawn largely from recent scientific research surveys, includes aspects of species composition, biomass and stock structure, reproduction and early life history, age, growth, and natural mortality, and diet. Although Antarctic fish faunal groups overlap in the southern Scotia Arc, the region is dominated by species of low-Antarctic origin both in terms of biomass and number of species. Several basic biological parameters of the abundant fish species in the southern Scotia Arc are comparatively well known, though less so in the South Orkney Islands than the South Shetland Islands. These stocks suffered substantial declines as a result of commercial exploitation of mackerel ice fish, Champsocephalus gunnari, and marbled notothenia, Notothenia rossii, in the late 1970s and mid 1980s. This led to a moratorium on directed fishing in 1989–90 which remains in effect. At present, several stocks, with the exception of these two species, appear to have recovered. A number of important biological features, such as age, growth, mortality, and the early life history of most species are still poorly understood. Key biological research needs are identified.",2005,"https://doi.org/10.1080/10641260590953900","article",NA,"Karl‐Hermann Kock; Chris Jones","Shetland; Demersal fish; Fishery; Fishing; Geography; Nova scotia; Demersal zone; Population; Biology; Fish stock; Stock (firearms); Ecology; Demography; Archaeology","Shetland; Demersal fish; Fishery; Fishing; Geography",NA,58,28
"Comparative population genetics of seven notothenioid fish species reveals high levels of gene flow along ocean currents in the southern Scotia Arc, Antarctica",NA,2012,"https://doi.org/10.1007/s00300-012-1155-x","article",NA,"Malte Damerau; Michael Matschiner; Walter Salzburger; Reinhold Hanel","Biology; Biological dispersal; Ecology; Pelagic zone; Population; Gene flow; Benthic zone; Zoology; Genetic variation; Gene; Genetics","Biology; Biological dispersal; Ecology; Pelagic zone; Population; Gene flow",NA,54,29
"New Correction Factors for the Quantification of Fish Represented in Pellets of the Imperial Cormorant Phalacrocorax Atriceps","A comparative analysis was carried out on stomach contents and pellets (regurgitated casts) of the Imperial Cormorant Phalacrocorax atriceps collected throughout the breeding season at Nelson Island, South Shetland Islands, Antarctica. This allowed an estimation of correction factors to compensate for the loss and digestion of otoliths in pellets and more accurately estimate the real mass of ingested fish. These factors were calculated for Notothenia coriiceps, Harpagifer antarcticus, Nototheniops nudifrons, Trematomus newnesi, Gobionotothen gibberifrons, Notothenia rossii, Pagothenia bernacchii and Parachaenichthys charcoti, but not for Pleuragramma antarcticum, Notolepis coatsi and Electrona antarctica since they were only represented in pellets. Fish were the main prey and N. coriiceps and H. antarcticus were the dominant species both in mass and number. Observations of activity patterns showed that daily foraging trips per bird increased in number but diminished in duration through the breeding season. These trends reflected the increase in the chicks’ energetic demands.",1998,"https://doi.org/10.5038/2074-1235.26.1.398","article","https://digitalcommons.usf.edu/cgi/viewcontent.cgi?article=1324&context=marine_ornithology","Ricardo Casaux; Esteban Barrera-Oro; Marco Favero; P. Silva","Cormorant; Seabird; Biology; Foraging; Shetland; Predation; Fishery; Fish <Actinopterygii>; Pygoscelis; Zoology; Otolith; Ecology; Oceanography","Cormorant; Seabird; Biology; Foraging; Shetland; Predation; Fishery; Fish <Actinopterygii>; Pygoscelis","https://digitalcommons.usf.edu/cgi/viewcontent.cgi?article=1324&context=marine_ornithology",24,30
"Slow recovery of previously depleted demersal fish at the South Shetland Islands, 1983–2010",NA,2012,"https://doi.org/10.1016/j.fishres.2012.02.017","article",NA,"Enrique R. Marschoff; Esteban Barrera-Oro; Nadia S. Alescio; David G. Ainley","Shetland; Fishery; Fishing; Demersal fish; Relative species abundance; Cove; Fish stock; Stock (firearms); Demersal zone; Geography; Abundance (ecology); Oceanography; Biology; Forestry; Geology","Shetland; Fishery; Fishing; Demersal fish; Relative species abundance; Cove; Fish stock; Stock (firearms); Demersal zone",NA,45,31
