id,title,display_name,authorships,abstract,doi,publication_date,publication_year,relevance_score,fwci,cited_by_count,counts_by_year,ids,type,is_oa,is_oa_anywhere,oa_status,oa_url,any_repository_has_fulltext,source_display_name,source_id,issn_l,host_organization,host_organization_name,landing_page_url,pdf_url,license,version,referenced_works,referenced_works_count,related_works,concepts,topics,keywords,is_paratext,is_retracted,language,sustainable_development_goals,awards,funders,apc,first_page,last_page,volume,issue
https://openalex.org/W3197382376,"Trends in relative abundance of fjord Notothenia rossii, Gobionotothen gibberifrons and Notothenia coriiceps at Potter Cove, south Shetland Islands, after commercial fishing in the area","Trends in relative abundance of fjord Notothenia rossii, Gobionotothen gibberifrons and Notothenia coriiceps at Potter Cove, south Shetland Islands, after commercial fishing in the area",,NA,NA,2000-01-01,2000,705.18646,1.9425,35,,,article,FALSE,FALSE,closed,NA,FALSE,NA,NA,NA,NA,NA,http://www.vliz.be/en/imis?module=ref&refid=4764,NA,NA,NA,,14,,,,,FALSE,FALSE,en,,,,,NA,NA,NA,NA
https://openalex.org/W1996676212,"Geographical distribution and abundance of postlarval and juvenile Pleuragramma antarcticum (Pisces, Notothenioidei) off the Antarctic Peninsula","Geographical distribution and abundance of postlarval and juvenile Pleuragramma antarcticum (Pisces, Notothenioidei) off the Antarctic Peninsula",,NA,https://doi.org/10.1007/bf00258262,1986-09-01,1986,616.1073,3.0579,59,,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/bf00258262,NA,NA,publishedVersion,,19,,,,,FALSE,FALSE,en,,,,,111,119,6,2
https://openalex.org/W1515804423,"Ecology of inshore notothenioid fish from the Danco Coast, Antarctic Peninsula","Ecology of inshore notothenioid fish from the Danco Coast, Antarctic Peninsula",,NA,https://doi.org/10.1007/s00300-002-0463-y,2003-01-14,2003,562.6784,2.3472,64,,,article,FALSE,TRUE,green,http://sedici.unlp.edu.ar/handle/10915/139233,TRUE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-002-0463-y,NA,NA,publishedVersion,,21,,,,,FALSE,FALSE,en,,,,,157,165,26,3
https://openalex.org/W2076669069,"Interannual variability in the feeding of ice fish (Notothenioidei, Channichthyidae) in the southern Scotia Arc and the Antarctic Peninsula region (CCAMLR Subareas 48.1 and 48.2)","Interannual variability in the feeding of ice fish (Notothenioidei, Channichthyidae) in the southern Scotia Arc and the Antarctic Peninsula region (CCAMLR Subareas 48.1 and 48.2)",,NA,https://doi.org/10.1007/s00300-013-1363-z,2013-07-15,2013,559.65216,0.6708,22,,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-013-1363-z,NA,NA,publishedVersion,,32,,,,,FALSE,FALSE,en,,,,,1451,1462,36,10
https://openalex.org/W2029256677,Food and feeding ecology of postlarval and juvenile Pleuragramma antarcticum (Pisces; Notothenioidei) in the seasonal pack ice zone off the Antarctic peninsula,Food and feeding ecology of postlarval and juvenile Pleuragramma antarcticum (Pisces; Notothenioidei) in the seasonal pack ice zone off the Antarctic peninsula,,NA,https://doi.org/10.1007/bf00443949,1987-08-01,1987,548.5018,3.6204,62,,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/bf00443949,NA,NA,publishedVersion,,18,,,,,FALSE,FALSE,en,,,,,307,315,7,5
https://openalex.org/W2619051166,Changing status of three notothenioid fish at the South Shetland Islands (1983–2016) after impacts of the 1970–80s commercial fishery,Changing status of three notothenioid fish at the South Shetland Islands (1983–2016) after impacts of the 1970–80s commercial fishery,,NA,https://doi.org/10.1007/s00300-017-2125-0,2017-05-26,2017,464.90555,1.3743,30,,,article,TRUE,TRUE,bronze,https://link.springer.com/content/pdf/10.1007/s00300-017-2125-0.pdf,TRUE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-017-2125-0,https://link.springer.com/content/pdf/10.1007/s00300-017-2125-0.pdf,NA,publishedVersion,,28,,,,,FALSE,FALSE,en,,,,,2047,2054,40,10
https://openalex.org/W2002099758,Buoyancy studies of three morphs of the Antarctic fish Trematomus newnesi (Nototheniidae) from the South Shetland Islands,Buoyancy studies of three morphs of the Antarctic fish Trematomus newnesi (Nototheniidae) from the South Shetland Islands,,NA,https://doi.org/10.1007/s00300-009-0760-9,2010-01-12,2010,383.46707,1.7099,15,,,article,FALSE,TRUE,green,http://hdl.handle.net/11336/53528,TRUE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-009-0760-9,NA,NA,publishedVersion,,42,,,,,FALSE,FALSE,en,,,,,823,831,33,6
https://openalex.org/W2093470285,"Dietary overlap in inshore notothenioid fish from the Danco Coast, western Antarctic Peninsula","Dietary overlap in inshore notothenioid fish from the Danco Coast, western Antarctic Peninsula",,"We carried out a dietary overlap analysis between notothenioid species by examining the stomach contents of more than 900 specimens collected in a fish assemblage at the Danco Coast, western Antarctic Peninsula, in the summer of 2000. Prey reoccurrences among fish species were 32.2%, with krill Euphausia superba, salps and the gammaridean Prostebeingia longicornis the most reoccurring prey. The diet similarity between species pairs was lower than 55%, in accordance with similar fish assemblages in the South Orkney Islands, the South Shetland Islands and the Antarctic Peninsula. Whereas at those localities the higher prey overlap was between krill-feeding fish species, at the Danco Coast it was between Trematomus bernacchii and Lepidonotothen nudifrons, Notothenia coriiceps and Notothenia rossii, Notothenia coriiceps and Parachaenichthyis charcoti, and Trematomus newnesi and Notothenia rossii, which shared primarily gammaridean amphipods, algae, fish and krill, respectively. Krill is normally the main prey of fish in summer in inshore waters of the western Antarctic Peninsula, but its density in January/February 2000 was notably lower than in previous years. Therefore, at the Danco Coast, under conditions of krill shortage, most of the notothenioid species foraged more intensively on alternative prey, such as gammarideans, fish and algae. The difference between areas in the pattern of dietary overlap might be related to differences in prey availability between years and to the degree of competition for targeted prey.Keywords:Fish dietary overlap; notothenioid fish; Antarctic Peninsula. (Published: 17 October 2013)Citation: Polar Research 2013, 32, 21319, http://dx.doi.org/10.3402/polar.v32i0.21319",https://doi.org/10.3402/polar.v32i0.21319,2013-01-01,2013,339.01138,0.6736,23,,,article,TRUE,TRUE,gold,https://polarresearch.net/index.php/polar/article/download/3090/pdf_1,TRUE,Polar Research,https://openalex.org/S182295942,0800-0395,https://openalex.org/P4310320595,Wiley,https://doi.org/10.3402/polar.v32i0.21319,https://polarresearch.net/index.php/polar/article/download/3090/pdf_1,cc-by-nc,publishedVersion,,36,,,,,FALSE,FALSE,en,,,,,21319,21319,32,1
https://openalex.org/W2984883743,Spatial distribution and population structure of juvenile Antarctic toothfish (Dissostichus mawsoni) in the South Shetland Islands,Spatial distribution and population structure of juvenile Antarctic toothfish (Dissostichus mawsoni) in the South Shetland Islands,,NA,https://doi.org/10.1007/s00300-019-02602-4,2019-11-16,2019,293.4089,0.2627,5,,,article,FALSE,FALSE,closed,NA,FALSE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-019-02602-4,NA,NA,publishedVersion,,24,,,,,FALSE,FALSE,en,,,,,2237,2247,42,12
https://openalex.org/W2145331796,"Changes in acanthocephalan infection of the Antarctic fish Notothenia coriiceps in Admiralty Bay, King George Island, over 29 years","Changes in acanthocephalan infection of the Antarctic fish Notothenia coriiceps in Admiralty Bay, King George Island, over 29 years",,"Changes in acanthocephalan infection of the Antarctic fish Notothenia coriiceps in Admiralty Bay, King George Island, over 29 years A comparison between the levels of infection with Acanthocephala of the fish Notothenia coriiceps in Admiralty Bay (South Shetland Islands, Antarctic) in 1978/79 and 2007/08 is presented. The same eight acanthocephalan species, three echinorhynchids maturing in fish, Aspersentis megarhynchus (dominant species), Metacanthocephalus johnstoni (subdominant species) and M. dalmori (common species), and five polymorphids maturing in mammals and birds, Corynosoma hamanni, C. pseudohamanni (both co-dominant species), C. arctocephali and C. bullosum (both common species), and C. shackletoni (rare species), were found. Echinorhynchids were more numerous in 2007/08 (mean abundance 46.54 versus 35.35 in 1978/79), whereas polymorphids more numerous in 1978/79 (mean abundance 74.35 versus 36.40 in 2007/08). The overall results therefore demonstrated that echinorhynchids were more numerous than polymorphids in 2007/08 and the reverse was true in 1978/79. This situation is dependent mainly upon the decreased infections with C. hamanni, C. pseudohamanni and C. bullosum , and to a lesser degree upon the increasing of infections with M. johnstoni. The decrease of the three Corynosoma spp. is possibly associated with the decreasing of populations of final hosts, seals, on the shore of Admiralty Bay in the vicinity of Arctowski Station.",https://doi.org/10.2478/v10183-012-0005-4,2012-01-01,2012,282.85706,1.4769,16,,,article,TRUE,TRUE,diamond,https://doi.org/10.2478/v10183-012-0005-4,FALSE,Polish Polar Research,https://openalex.org/S67295124,0138-0338,https://openalex.org/P4310320322,De Gruyter Open,https://doi.org/10.2478/v10183-012-0005-4,NA,cc-by,publishedVersion,,18,,,,,FALSE,FALSE,en,,,,,99,108,33,1
https://openalex.org/W2960364879,"Comparative populational study of Lepidonotothen larseni and L. nudifrons (Teleostei: Nototheniidae) from the Antarctic Peninsula and the South Shetland Islands, Antarctica","Comparative populational study of Lepidonotothen larseni and L. nudifrons (Teleostei: Nototheniidae) from the Antarctic Peninsula and the South Shetland Islands, Antarctica",,NA,https://doi.org/10.1007/s00300-019-02540-1,2019-07-15,2019,266.49606,1.6184,9,,,article,FALSE,TRUE,green,http://doi.org/10.1007/s00300-019-02540-1,TRUE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-019-02540-1,NA,NA,publishedVersion,,79,,,,,FALSE,FALSE,en,,,,,1537,1547,42,8
https://openalex.org/W2090226910,"Dietary overlap among early juvenile stages in an Antarctic notothenioid fish assemblage at Potter Cove, South Shetland Islands","Dietary overlap among early juvenile stages in an Antarctic notothenioid fish assemblage at Potter Cove, South Shetland Islands",,NA,https://doi.org/10.1007/s00300-014-1545-3,2014-09-16,2014,255.16519,0.4847,17,,,article,FALSE,TRUE,green,http://hdl.handle.net/11336/35889,TRUE,Polar Biology,https://openalex.org/S196656238,0722-4060,https://openalex.org/P4310319900,Springer Science+Business Media,https://doi.org/10.1007/s00300-014-1545-3,NA,NA,publishedVersion,,33,,,,,FALSE,FALSE,en,,,,,1507,1515,37,10
